lemma,total_count,unique_comments,words
1/25/11,1,1,1/25/11
1/25/2011.they,1,1,1/25/2011.they
1/26/11,1,1,1/26/11
1/28/11,1,1,1/28/11
1/3/15,1,1,1/3/15
1/31,1,1,1/31
1/31/13,1,1,1/31/13
1/4,1,1,1/4
1/6/15,1,1,1/6/15
1/7/2015,1,1,1/7/2015
10,354,308,10
"10,000",28,24,"10,000"
"10,000,000.00",2,1,"10,000,000.00"
"10,000.00",3,3,"10,000.00"
"10,000.00dll",1,1,"10,000.00dlls"
"10,000.00dls",1,1,"10,000.00dls"
"10,000.anything",1,1,"10,000.anything"
"10,2011",2,2,"10,2011"
"10,400",1,1,"10,400"
"10,500",3,2,"10,500"
"10,980.00once",1,1,"10,980.00once"
10-$20k,1,1,10-$20k
10-sep-2013,1,1,10-sep-2013
10-year,2,2,10-year
10.00,1,1,10.00
10.00am,1,1,10.00am
10.07,1,1,10.07
10.19.2011,1,1,10.19.2011
10.20.11,1,1,10.20.11
10.236.125.135,1,1,10.236.125.135
10.236.191.234,1,1,10.236.191.234
10.24.2012,1,1,10.24.2012
10.29.2012&utm_source,1,1,10.29.2012&utm_source
10.40pm,1,1,10.40pm
10.49,1,1,10.49
10/01/12,1,1,10/01/12
"10/01/2012,he",1,1,"10/01/2012,he"
10/03/07,1,1,10/03/07
10/03/2013.i,1,1,10/03/2013.i
10/04/06,1,1,10/04/06
10/04/12,2,1,10/04/12
10/05/12,1,1,10/05/12
10/05/2013,1,1,10/05/2013
10/06/2014,1,1,10/06/2014
10/07/2014,1,1,10/07/2014
10/08/2010,1,1,10/08/2010
10/09/2012,1,1,10/09/2012
10/1/2014,1,1,10/1/2014
10/10/2013,1,1,10/10/2013
10/10/2014,1,1,10/10/2014
10/13/14,1,1,10/13/14
10/14/2010,1,1,10/14/2010
10/15/2012,2,2,10/15/2012
10/15/2013,1,1,10/15/2013
10/15/2014payment,1,1,10/15/2014payment
10/16/2010,1,1,10/16/2010
10/17/13,1,1,10/17/13
10/17/2012,1,1,10/17/2012
10/21/2010,1,1,10/21/2010
10/21/2013,1,1,10/21/2013
10/22/2009,2,2,10/22/2009
10/22/2012,1,1,10/22/2012
10/22/2013,1,1,10/22/2013
10/22/2014,1,1,10/22/2014
10/23/12,2,2,10/23/12
10/23/14,1,1,10/23/14
10/23/2009,1,1,10/23/2009
10/23/2013,1,1,10/23/2013
10/24/12,2,2,10/24/12
10/27/2009,1,1,10/27/2009
10/28/09,1,1,10/28/09
10/28/2013,1,1,10/28/2013
10/3/08,1,1,10/3/08
10/30/2014,2,2,10/30/2014
10/6/2014,1,1,10/6/2014
10/9/13,1,1,10/9/13
100,94,86,100
"100,000",6,4,"100,000"
"100,000.00",2,2,"100,000.00"
"100,000.00.us",1,1,"100,000.00.us"
100-$120,1,1,100-$120
100-$400,1,1,100-$400
100.00,19,16,100.00
1000,73,56,1000
1000$(us,1,1,1000$(us
1000$.,1,1,1000$.
1000(us,1,1,1000(us
1000.00,12,8,1000.00
1000.00.y,1,1,1000.00.y
1000.00dll,1,1,1000.00dlls
1000.00dlls,2,1,1000.00dlls
1000.00dls,2,2,1000.00dls
1000/customer,1,1,1000/customer
10000,7,6,10000
10000.00,2,2,10000.00
10000/-,1,1,10000/-
10001,1,1,10001
10005,1,1,10005
10007,1,1,10007
1000euro,1,1,1000euro
1000for,1,1,1000for
1000usd,1,1,1000usd
1001,1,1,1001
10013,1,1,10013
10018,3,3,10018
10018.(b)(6,1,1,10018.(b)(6
100195458,1,1,100195458
10024,1,1,10024
10025,7,7,10025
10025unit,1,1,10025united
10028,1,1,10028
100312,1,1,100312
10036,2,2,10036
10062014,1,1,10062014
100s,1,1,100s
100us,2,1,100us
101,12,11,101
101(a)(15)(l,1,1,101(a)(15)(l
101.16,2,1,101.16
1010.00,1,1,1010.00
10100,1,1,10100
1013,2,2,1013
102,3,3,102
10200,1,1,10200
10200.00,1,1,10200.00
1021,7,6,1021
1021and,1,1,1021and
10278,1,1,10278
103,1,1,103
103-b,1,1,103-b
10312008,1,1,10312008
104.33,1,1,104.33
1040,1,1,1040
1040.this,1,1,1040.this
1040ez,1,1,1040ez
1044,1,1,1044
1045,3,1,1045
1045.00,1,1,1045.00
10455,1,1,10455
1048.30,1,1,1048.30
105,4,3,105
1050,2,2,1050
1051,1,1,1051
1051995,1,1,1051995
106,1,1,106
1065.00dls,2,2,1065.00dls
1066,1,1,1066
10661,1,1,10661
1070,6,6,1070
1070.00,1,1,1070.00
10700,1,1,10700
1072,3,2,1072
1072.00,1,1,1072.00
1080,1,1,1080
109,3,3,109
109.50i,1,1,109.50i
1097.00,1,1,1097.00
1099,3,3,1099
10:00,1,1,10:00
10:00am,1,1,10:00am
10:01:36,1,1,10:01:36
10:02pm,1,1,10:02pm
10:04,1,1,10:04
10:04:34,1,1,10:04:34
10:05:17total,1,1,10:05:17total
10:05am,1,1,10:05am
10:07:57,1,1,10:07:57
10:08:21,1,1,10:08:21
10:13,1,1,10:13
10:13:05,1,1,10:13:05
10:14,1,1,10:14
10:15,1,1,10:15
10:16,4,2,10:16
10:17,1,1,10:17
10:20,1,1,10:20
10:23:59,1,1,10:23:59
10:25:19,1,1,10:25:19
10:26,1,1,10:26
10:26:35,1,1,10:26:35
10:29am,1,1,10:29am
10:30,5,5,10:30
10:30am,2,2,10:30am
10:31,1,1,10:31
10:32,2,2,10:32
10:33,1,1,10:33
10:34,1,1,10:34
10:34:03,1,1,10:34:03
10:35am)requesting,1,1,10:35am)requesting
10:37,1,1,10:37
10:37pm,1,1,10:37pm
10:38:15,1,1,10:38:15
10:38:36,1,1,10:38:36
10:39,1,1,10:39
10:41,1,1,10:41
10:41am,1,1,10:41am
10:42ami,1,1,10:42ami
10:43,1,1,10:43
10:44:04,1,1,10:44:04
10:47,1,1,10:47
10:48:14,1,1,10:48:14
10:50,1,1,10:50
10:52:43,1,1,10:52:43
10:59:32,1,1,10:59:32
10am,1,1,10am
10e.,2,1,10e.
10jun2011,2,2,10jun2011
10k,1,1,10k
10sa0380,1,1,10sa0380
10tens,1,1,10tens
10th,39,37,10th
10year,3,2,10year | 10years
10years,1,1,10years
11,99,84,11
"11,000",6,5,"11,000"
"11,200.00",1,1,"11,200.00"
"11,400",1,1,"11,400"
"11,500.00",1,1,"11,500.00"
"11,630.00",1,1,"11,630.00"
"11,800",1,1,"11,800"
11.00,1,1,11.00
11.07,1,1,11.07
11.20,1,1,11.20
11.30am,1,1,11.30am
11.57,1,1,11.57
11/01/2009,1,1,11/01/2009
11/01/2014,2,1,11/01/2014
11/02/11,1,1,11/02/11
11/03/2014,1,1,11/03/2014
11/04/2014,1,1,11/04/2014
11/05/08,1,1,11/05/08
11/08/12,1,1,11/08/12
11/1/11,1,1,11/1/11
11/10/08,1,1,11/10/08
11/12/10,1,1,11/12/10
11/12/14,1,1,11/12/14
11/12/2014,1,1,11/12/2014
"11/15/2010,i",1,1,"11/15/2010,i"
11/16/2014,1,1,11/16/2014
11/17/2014,1,1,11/17/2014
11/18/2011,1,1,11/18/2011
11/18/2013,1,1,11/18/2013
11/19/2012,1,1,11/19/2012
11/19/2013if,1,1,11/19/2013if
11/2/11,1,1,11/2/11
11/20/14,1,1,11/20/14
11/20/2011,1,1,11/20/2011
11/20/2013,1,1,11/20/2013
11/2007.someone,1,1,11/2007.someone
11/2010,1,1,11/2010
11/2011,1,1,11/2011
11/2017,1,1,11/2017
11/21/07,1,1,11/21/07
11/21/11,1,1,11/21/11
11/21/2010,1,1,11/21/2010
11/22/10,1,1,11/22/10
11/23/10,1,1,11/23/10
11/25/2014,1,1,11/25/2014
11/26/12,1,1,11/26/12
11/28/14,1,1,11/28/14
11/28/2000,1,1,11/28/2000
11/30/2013,1,1,11/30/2013
11/4/10,2,1,11/4/10
11/4/2012,1,1,11/4/2012
11/8/2012,1,1,11/8/2012
11/9/2006,1,1,11/9/2006
11/?29/?2014,1,1,11/?29/?2014
110,7,6,110
"110,000",1,1,"110,000"
110.00,1,1,110.00
1100,11,6,1100
110001,1,1,110001
11001,2,2,11001
110021,1,1,110021
110310,1,1,110310
110312,1,1,110312
111,1,1,111
1111,1,1,1111
11111,1,1,11111
1114,1,1,1114
1115,1,1,1115
1118,1,1,1118
11192009,1,1,11192009
112,1,1,112
112.00,1,1,112.00
11200.00,1,1,11200.00
11210,2,1,11210
11213,1,1,11213
11229,2,1,11229
11230,1,1,11230
11249,1,1,11249
1125.00€.,1,1,1125.00€.
1127,1,1,1127
11292012,1,1,11292012
1130,1,1,1130
11300,1,1,11300
11302005,1,1,11302005
114,1,1,114
"114,98",1,1,"114,98"
11432,2,1,11432
1145,1,1,1145
1147,1,1,1147
114_14,1,1,114_14
115,2,2,115
1150,2,2,1150
11530,2,1,11530
115510,1,1,115510
11556,1,1,11556
1159,2,2,1159
1159.05,1,1,1159.05
117,4,4,117
117.00,1,1,117.00
11701,1,1,11701
1171,1,1,1171
11743,1,1,11743
1175,1,1,1175
11757,2,1,11757
11757.this,1,1,11757.this
1179,1,1,1179
118,1,1,118
118.00,1,1,118.00
11801,2,2,11801
1181,1,1,1181
1187,1,1,1187
119,19,12,119
"119,00",1,1,"119,00"
119.00,5,5,119.00
119.00(us,1,1,119.00(us
119.00payment,2,1,119.00payment
11911,1,1,11911
11:00,4,4,11:00
11:02:25,1,1,11:02:25
11:03,1,1,11:03
11:05,3,3,11:05
11:07,1,1,11:07
11:09,1,1,11:09
11:09am,2,1,11:09am
11:10,1,1,11:10
11:10ami,1,1,11:10ami
11:12:41,1,1,11:12:41
11:13:20,1,1,11:13:20
11:14,1,1,11:14
11:15:26,1,1,11:15:26
11:17,1,1,11:17
11:17:53,1,1,11:17:53
11:19,1,1,11:19
11:20:02,1,1,11:20:02
11:21:22,1,1,11:21:22
11:23:35,1,1,11:23:35
11:24:19,1,1,11:24:19
11:25,1,1,11:25
11:25am,1,1,11:25am
11:28,2,2,11:28
11:28:12,2,2,11:28:12
11:28amwhen,1,1,11:28amwhen
11:30,5,5,11:30
11:30edt,1,1,11:30edt
11:30pm,1,1,11:30pm
11:34,1,1,11:34
11:34:27,1,1,11:34:27
11:36,1,1,11:36
11:39:03,1,1,11:39:03
11:40,1,1,11:40
11:43,1,1,11:43
11:46,1,1,11:46
11:48:20,1,1,11:48:20
11:52:45,2,1,11:52:45
11:53:48,1,1,11:53:48
11am,2,2,11am
11k.,1,1,11k.
11o,1,1,11o
11sa151,1,1,11sa151
11sa263immigration,1,1,11sa263immigration
11sa360,1,1,11sa360
11th,10,10,11th
11yrs,1,1,11yrs
12,71,60,12
"12,00",1,1,"12,00"
"12,000",5,4,"12,000"
"12,000.00",4,3,"12,000.00"
"12,000/-for",1,1,"12,000/-for"
"12,2012",1,1,"12,2012"
"12,2013",1,1,"12,2013"
"12,300",1,1,"12,300"
"12,500",1,1,"12,500"
"12,600",1,1,"12,600"
12.00,3,3,12.00
12.03.2009,1,1,12.03.2009
12.1,96,96,12.1
12.15pm,1,1,12.15pm
12.1millon,1,1,12.1millon
12.22pm,1,1,12.22pm
12.25pm,1,1,12.25pm
12.27.2012,1,1,12.27.2012
12.30,1,1,12.30
12.40,1,1,12.40
12.41pm,1,1,12.41pm
12/01/2011,1,1,12/01/2011
12/01/2013,1,1,12/01/2013
12/01/2017,1,1,12/01/2017
12/02/2013,1,1,12/02/2013
12/03/2011ead,1,1,12/03/2011ead
12/03/2012,1,1,12/03/2012
12/04/2007,1,1,12/04/2007
12/06/06,1,1,12/06/06
12/11/13,2,2,12/11/13
12/12/06beyond,1,1,12/12/06beyond
12/12/2014,1,1,12/12/2014
12/15/2014,1,1,12/15/2014
12/16/05,1,1,12/16/05
12/17/2012,1,1,12/17/2012
12/18/2014,1,1,12/18/2014
12/19/2011,1,1,12/19/2011
12/2/2014,1,1,12/2/2014
12/2012,1,1,12/2012
12/22/11.i,1,1,12/22/11.i
12/25/05,1,1,12/25/05
12/25/12,2,2,12/25/12
12/26/2013,1,1,12/26/2013
12/27/11,1,1,12/27/11
12/27/2013,1,1,12/27/2013
12/29/14,1,1,12/29/14
12/29/2016,3,1,12/29/2016
12/3/2007,1,1,12/3/2007
12/3/2014,1,1,12/3/2014
12/30/14,2,2,12/30/14
12/30/2014,1,1,12/30/2014
12/31/14,1,1,12/31/14
12/31/2012,1,1,12/31/2012
12/4/13,1,1,12/4/13
12/5/2014,1,1,12/5/2014
12/7/2013,1,1,12/7/2013
12/8/14,1,1,12/8/14
120,23,18,120
"120,95",1,1,"120,95"
120.00,8,6,120.00
1200,17,16,1200
1200.00,1,1,1200.00
1200.00dll,1,1,1200.00dlls
1200.00dlls,1,1,1200.00dlls
1200.00dls,3,3,1200.00dls
12000,3,3,12000
12000.00,1,1,12000.00
1201,1,1,1201
121,1,1,121
12112012,1,1,12112012
12122012,1,1,12122012
12126609970,1,1,12126609970
1218,2,2,1218
122,1,1,122
12212012,1,1,12212012
12232011,1,1,12232011
1224,1,1,1224
12242090675,1,1,12242090675
122812,1,1,122812
123,2,2,123
1230,1,1,1230
1231,1,1,1231
12328,1,1,12328
124,2,2,124
124-$125k.,1,1,124-$125k.
12400,1,1,12400
12412,1,1,12412
12487,1,1,12487
125,5,4,125
125.00,1,1,125.00
1250,1,1,1250
127.0.0.1,3,1,127.0.0.1
1270,1,1,1270
12705944738email,1,1,12705944738email
12728,1,1,12728
128,2,2,128
1280,2,1,1280
12813937851,1,1,12813937851
1287,1,1,1287
12877,1,1,12877
129,31,19,129
129.0,1,1,129.0
129.00,20,11,129.00
129.00and,1,1,129.00and
129.00dlls,1,1,129.00dlls
129.33,1,1,129.33
129.99,11,5,129.99
1299,1,1,1299
129f-,1,1,129f-
12:00,1,1,12:00
12:00:20,1,1,12:00:20
12:00:35,1,1,12:00:35
12:00:51,1,1,12:00:51
12:01:35,1,1,12:01:35
12:03,1,1,12:03
12:04,1,1,12:04
12:08:02,1,1,12:08:02
12:09:56,1,1,12:09:56
12:15:32,1,1,12:15:32
12:18:02,1,1,12:18:02
12:20,1,1,12:20
12:21:01total,1,1,12:21:01total
12:21pm,1,1,12:21pm
12:22:56,1,1,12:22:56
12:24:58,1,1,12:24:58
12:25,1,1,12:25
12:29,1,1,12:29
12:31:04,1,1,12:31:04
12:31:34,1,1,12:31:34
12:32pm(cst,1,1,12:32pm(cst
12:37,1,1,12:37
12:37:10,3,1,12:37:10
12:37:11,1,1,12:37:11
12:38,1,1,12:38
12:41:47,1,1,12:41:47
12:41:58,1,1,12:41:58
12:41pm,1,1,12:41pm
12:42:07,1,1,12:42:07
12:46:11,1,1,12:46:11
12:49:22total,1,1,12:49:22total
12:52am,1,1,12:52am
12:53:27total,1,1,12:53:27total
12:53:38,1,1,12:53:38
12:54:05,1,1,12:54:05
12:56:01,1,1,12:56:01
12:58pm,1,1,12:58pm
12:59:03,1,1,12:59:03
12:59:25,1,1,12:59:25
12ap0039,1,1,12ap0039
12evidence,1,1,12evidence
12jun2011-,2,2,12jun2011-
12month,2,2,12month
12sa0056,2,2,12sa0056
12sa0058immmigration,1,1,12sa0058immmigration
12sa0153,2,2,12sa0153
12sa0270immgration,1,1,12sa0270immgration
12sa0277immigration,1,1,12sa0277immigration
12sa151immigration,1,1,12sa151immigration
12sa355,1,1,12sa355
12th,16,15,12th
13,50,41,13
"13,2018",1,1,"13,2018"
13/02/2014,1,1,13/02/2014
13/06/2013,1,1,13/06/2013
130,18,12,130
130/month,1,1,130/month
1300,8,7,1300
1300.00,2,2,1300.00
1302,1,1,1302
1305,1,1,1305
131,8,8,131
1316,1,1,1316
132,2,2,132
1322012,1,1,1322012
13237447271.take,1,1,13237447271.take
1325,3,3,1325
1325(c)).shortly,1,1,1325(c)).shortly
1325.48,1,1,1325.48
1325323,1,1,1325323
133,4,4,133
13374227266,1,1,13374227266
1339,1,1,1339
134,4,3,134
1340,1,1,1340
1344,1,1,1344
135,2,1,135
135.00,4,2,135.00
1350.25,1,1,1350.25
1355.00,1,1,1355.00
13567.15,1,1,13567.15
135usd.i,1,1,135usd.i
136,1,1,136
136.10)to,1,1,136.10)to
1360,4,3,1360
1360.00,2,2,1360.00
1362,1,1,1362
1365,10,7,1365
1365.00,3,2,1365.00
1365.oo,1,1,1365.oo
1370case,13,13,1370case
1375,2,1,1375
13789,1,1,13789
138,1,1,138
1380,1,1,1380
1384.00,1,1,1384.00
1388,1,1,1388
139,3,2,139
139.00,4,2,139.00
1391,1,1,1391
1393,1,1,1393
1395,1,1,1395
1395($1795-$100,1,1,1395($1795-$100
13:00,1,1,13:00
13:08:15,1,1,13:08:15
13:46,1,1,13:46
13:54:55,2,2,13:54:55
13jun,2,2,13jun
13sa122immigration,1,1,13sa122immigration
13th,15,14,13th
13yr,1,1,13yrs
14,62,58,14
"14,000",2,2,"14,000"
"14,000.00",1,1,"14,000.00"
14-$16,1,1,14-$16
14-jun-2013.she,1,1,14-jun-2013.she
14.07.2006,1,1,14.07.2006
14.07.2011,1,1,14.07.2011
14.08,1,1,14.08
14.5,1,1,14.5
14.95,2,2,14.95
14.they,1,1,14.they
140,3,3,140
140.00,2,2,140.00
1400,4,4,1400
1400.00,1,1,1400.00
14000,3,3,14000
1405,1,1,1405
1412,2,2,1412
142,3,2,142
1424,2,2,1424
143,2,2,143
1447,1,1,1447
14490,1,1,14490
145,5,2,145
145.00,1,1,145.00
1450,3,3,1450
1450.00,1,1,1450.00
1450.00i,1,1,1450.00i
1451,2,2,1451
1452,2,2,1452
1454,3,3,1454
14558,1,1,14558
1457.51dls,1,1,1457.51dls
146,2,1,146
1460,1,1,1460
1464,1,1,1464
147.00,1,1,147.00
14781,8,6,14781
1480,1,1,1480
1480.00,3,1,1480.00
1486,1,1,1486
149,179,109,149
149+$99,1,1,149+$99
149-refundt,1,1,149-refundt
149.-,2,1,149.-
149.00,117,71,149.00
"149.00,02/10/2012,i",1,1,"149.00,02/10/2012,i"
"149.00,noth",1,1,"149.00,nothing"
149.00and,1,1,149.00and
149.00dll,1,1,149.00dlls
149.00payment,5,5,149.00payment
149.00the,1,1,149.00the
149.99,1,1,149.99
149.i,3,3,149.i
149.my,1,1,149.my
149.on,1,1,149.on
1490,7,5,1490
1495,2,2,1495
1498,1,1,1498
149payment,1,1,149payment
149reference,1,1,149reference
14:22:08,1,1,14:22:08
14:53:07,1,1,14:53:07
14th,15,14,14th
15,115,104,15
"15,000",3,3,"15,000"
"15,000.00",2,2,"15,000.00"
"15,000.00dlls",1,1,"15,000.00dlls"
"15,2010",1,1,"15,2010"
"15,2011.<br",1,1,"15,2011.<br"
"15,2012",1,1,"15,2012"
"15,2014",1,1,"15,2014"
15/08/12,1,1,15/08/12
"15/2011,i",1,1,"15/2011,i"
150,103,96,150
150.00,22,17,150.00
"150.00,i",1,1,"150.00,i"
150.attached,1,1,150.attached
1500,56,49,1500
1500.00,9,9,1500.00
1500.00dll,2,2,1500.00dlls
1500.00dls,2,2,1500.00dls
1500.next,1,1,1500.next
1500/-,3,1,1500/-
1500/-the,1,1,1500/-the
15000,5,4,15000
1500i,1,1,1500i
150k,1,1,150k
1512b,1,1,1512b
15144200313,1,1,15144200313
152,6,6,152
152nd,1,1,152nd
1530.00uscis,1,1,1530.00uscis
15300,1,1,15300
1534,1,1,1534
15393a13efc876if,1,1,15393a13efc876if
1544.00,1,1,1544.00
1546,1,1,1546
1548,1,1,1548
1548.00,1,1,1548.00
155,5,5,155
155.22,2,1,155.22
1550$(us,1,1,1550$(us
1555,14,14,1555
"1555,who",1,1,"1555,who"
1555.they,1,1,1555.they
155524,1,1,155524
1555american,1,1,1555american
1556,1,1,1556
156,2,1,156
15652,1,1,15652
1568,1,1,1568
1570.00,1,1,1570.00
1572,2,2,1572
1572j3.i,1,1,1572j3.i
1575,2,1,1575
1579.32,1,1,1579.32
157euro,1,1,157euro
158,1,1,158
158.99,1,1,158.99
1580,1,1,1580
159,176,93,159
159!!!that,1,1,159!!!that
159$.,2,2,159$.
159&450,1,1,159&450
159+$450=$609,1,1,159+$450=$609
159-,1,1,159-
159.-,1,1,159.-
159.0,1,1,159.0
159.00,61,32,159.00
159.00.00,1,1,159.00.00
159.00additional,1,1,159.00additional
159.00payment,6,6,159.00payment
159.99,1,1,159.99
159.i,1,1,159.i
159.my,1,1,159.my
159.on,1,1,159.on
159.we,1,1,159.we
15901,1,1,15901
159=$539,1,1,159=$539
159?plus,1,1,159?plus
159us,1,1,159us
15days,1,1,15days
15th,20,17,15th
15year,1,1,15years
15yr,1,1,15yr
16,44,40,16
"16,000",3,1,"16,000"
"16,2011",1,1,"16,2011"
"16,500",1,1,"16,500"
16-year,1,1,16-year
16.5,11,11,16.5
16/06/2014,1,1,16/06/2014
160,48,24,160
160.00,18,10,160.00
1600,14,9,1600
1600.00,3,3,1600.00
"1600.82€,dat",1,1,"1600.82€,dated"
16000,3,2,16000
1606,1,1,1606
160;we,1,1,160;we
160us,1,1,160us
160usd,1,1,160usd
1613328264,3,3,1613328264
162,1,1,162
162.00,1,1,162.00
162.18,2,1,162.18
162.95,1,1,162.95
163892,1,1,163892
164,1,1,164
16468736178,2,2,16468736178
1648.00,2,2,1648.00
1648.00isb2bcomplaint,1,1,1648.00isb2bcomplaint
165,6,6,165
165.00,1,1,165.00
1650,2,2,1650
1650.00,2,2,1650.00
165320)to,1,1,165320)to
1656,1,1,1656
1659,3,3,1659
1659.i,1,1,1659.i
166,1,1,166
1668,1,1,1668
167,1,1,167
168.00,1,1,168.00
1682.86,1,1,1682.86
168th,1,1,168th
169,20,13,169
169.00,8,3,169.00
1695,2,1,1695
16:05:53,1,1,16:05:53
16th,7,7,16th
17,43,37,17
"17,000",1,1,"17,000"
"17,2012",1,1,"17,2012"
"17,500",2,2,"17,500"
17.54to,1,1,17.54to
17/13,1,1,17/13
170,76,36,170
170-$189,1,1,170-$189
170.00,21,16,170.00
170.00.my,1,1,170.00.my
170.00payment,1,1,170.00payment
1700,16,8,1700
1700.00,4,4,1700.00
1700.00dls,1,1,1700.00dls
1700.thanks,1,1,1700.thanks
17000$.,1,1,17000$.
17000.00,1,1,17000.00
17022,1,1,17022
170and,1,1,170and
170payment,1,1,170payment
1710,1,1,1710
172,2,2,172
1720,1,1,1720
1720.00,2,1,1720.00
1722,1,1,1722
17281,1,1,17281
173,1,1,173
1730,1,1,1730
17328111804,1,1,17328111804
1735,1,1,1735
1744,1,1,1744
175,5,4,175
175.00,2,1,175.00
175.told,1,1,175.told
1750,2,2,1750
1750.00,3,2,1750.00
1750.00dll,1,1,1750.00dlls
1755,2,2,1755
176,1,1,176
176/866,1,1,176/866
1765,1,1,1765
177,1,1,177
1775,1,1,1775
1777,1,1,1777
178,1,1,178
178.137.19.27,1,1,178.137.19.27
1780,1,1,1780
1784.00,1,1,1784.00
17867479144684,1,1,17867479144684
179,13,10,179
179.00,1,1,179.00
1793,7,5,1793
1795.00,1,1,1795.00
179x3,1,1,179x3
17:25:25,1,1,17:25:25
17:33de,1,1,17:33de
17hr,1,1,17hr
17th,14,14,17th
18,70,58,18
18(i,1,1,18(i
"18,000",2,2,"18,000"
"18,2013",2,2,"18,2013"
"18,2013order",1,1,"18,2013order"
"18,700",1,1,"18,700"
18-,1,1,18-
18-with,1,1,18-with
18.30,3,2,18.30
18.65,1,1,18.65
18.70,1,1,18.70
18/05/2010,1,1,18/05/2010
180,40,19,180
180.00,1,1,180.00
1800,37,32,1800
1800-,1,1,1800-
1800.00,4,4,1800.00
18000,1,1,18000
18003755283,10,10,18003755283
18003755283(say,1,1,18003755283(saying
18004977181,1,1,18004977181
18007170413,1,1,18007170413
18007671833,1,1,18007671833
1800814,1,1,1800814
1800pesos,1,1,1800pesos
1800sqft,1,1,1800sqft
1801,2,1,1801
1808,1,1,1808
180i,1,1,180i
1814,1,1,1814
1818this,1,1,1818this
182.00,1,1,182.00
182012,1,1,182012
1822,1,1,1822
1833,24,23,1833
1833case,1,1,1833case
1834,1,1,1834
1838,1,1,1838
1841,1,1,1841
18500,2,1,18500
18500-,1,1,18500-
1861,1,1,1861
18666119849,1,1,18666119849
18667377193,3,2,18667377193
18701,1,1,18701
1877,2,2,1877
18777742480,1,1,18777742480
188,1,1,188
188.95,1,1,188.95
1884,3,1,1884
1888,1,1,1888
18882289651,1,1,18882289651
189,88,61,189
189.00,45,27,189.00
"189.00,assum",1,1,"189.00,assuming"
189.00.at,1,1,189.00.at
189.00.i,1,1,189.00.i
189.00.if,1,1,189.00.if
189.00.they,1,1,189.00.they
189.00payment,1,1,189.00payment
189.99,2,1,189.99
1895,1,1,1895
189:00,1,1,189:00
189on,1,1,189on
18:00,1,1,18:00
18:01:30,1,1,18:01:30
18:01:41,1,1,18:01:41
18:29:12,3,1,18:29:12
18:52:45,1,1,18:52:45
18:i'd,1,1,18:i'd
18t10:30:58.270,1,1,18t10:30:58.270
18th,17,17,18th
19,34,31,19
"19,2011",1,1,"19,2011"
"19,2012",1,1,"19,2012"
"19,2013today",1,1,"19,2013today"
19-oct-13,1,1,19-oct-13
19.00hrs,1,1,19.00hrs
19.90,1,1,19.90
19.95,1,1,19.95
19/12/2013,3,1,19/12/2013
190,3,3,190
190.00,4,3,190.00
1900,9,8,1900
1900.00,4,4,1900.00
1900.00dls,1,1,1900.00dls
1911,14,12,1911
1911'.he,1,1,1911'.he
1915,1,1,1915
19200000,1,1,19200000
1930.50,1,1,1930.50
1936,1,1,1936
194,3,3,194
195,1,1,195
1950,8,7,1950
1950.00,1,1,1950.00
1956,1,1,1956
196.00,1,1,196.00
1960,1,1,1960
19600,1,1,19600
1965,2,1,1965
1966,2,2,1966
1967,1,1,1967
1969,1,1,1969
1970,1,1,1970
1973,1,1,1973
1974,1,1,1974
1976,1,1,1976
1979,2,2,1979
198.00,1,1,198.00
1980,5,5,1980
1980$,1,1,1980$
1980s,1,1,1980s
1982,3,3,1982
1983,2,2,1983
1985,1,1,1985
1986,4,3,1986
1986-and,1,1,1986-and
1987,2,2,1987
1988,3,3,1988
1989,6,6,1989
199,198,113,199
199.00,95,56,199.00
199.00)change,1,1,199.00)change
199.00payment,6,6,199.00payment
199.50,2,1,199.50
199.90,1,1,199.90
1990,12,11,1990
1990s,1,1,1990s
1991,1,1,1991
1993,7,5,1993
1993-you,1,1,1993-you
1994,16,11,1994
1994+had,1,1,1994+had
1994-*every,1,1,1994-*every
1994-and,3,3,1994-and
1994-as,1,1,1994-as
1994-i,2,2,1994-i
1994-in,1,1,1994-in
1994-march,1,1,1994-march
1994-you,1,1,1994-you
1995,1,1,1995
1996,3,3,1996
1997,6,5,1997
1997.i,1,1,1997.i
1998,3,3,1998
1999,6,6,1999
1999.i,1,1,1999.i
199i,1,1,199i
199payment,1,1,199payment
199website,1,1,199website
19:08:(b)(6,1,1,19:08:(b)(6
19:11,1,1,19:11
19may,2,2,19may
19so274088vxi.1,1,1,19so274088vxi.1
19th,11,8,19th
1:-,2,2,1:-
1:00,1,1,1:00
1:00pm,1,1,1:00pm
1:05,1,1,1:05
1:06:50asunto,1,1,1:06:50asunto
1:10-cv-00303,1,1,1:10-cv-00303
1:10:15,1,1,1:10:15
1:11-cv-81,1,1,1:11-cv-81
1:12:41,1,1,1:12:41
1:15.richard,1,1,1:15.richard
1:15368,1,1,1:15368
1:15hrs,1,1,1:15hrs
1:17,1,1,1:17
1:2211,1,1,1:2211
1:30,2,2,1:30
1:32,1,1,1:32
1:36,1,1,1:36
1:37am,1,1,1:37am
1:59,1,1,1:59
1:59pm,1,1,1:59pm
1a6,1,1,1a6
1ae,29,29,1ae
1aeunit,1,1,1aeunited
1aeunited,1,1,1aeunited
1e6,1,1,1e6
1e9,1,1,1e9
1h3tel,1,1,1h3tel
1hr,2,2,1hr
1hr2,1,1,1hr2
"1hr2m,2.35pm",1,1,"1hr2m,2.35pm"
